corpus_id,entry_no,definition,prediction,present,present_1sg,imperfective,perfective,imperative,infinitive
788,818,he/she is hanging up it (refers to a flexible object),FullEventful,katv'vhska,tsiyatv'vhska,katv'vhsko'i,utvnv'i,hatv'vka,utvti
791,821,he/she is rowing,FullEventful,kakawehska,tsikawehska,kakawehsko'i,uwakawehsv'i,hikawehi,uwakawehsti
796,826,he/she is pecking it,FullEventful,kakwayohiha,tsiyakwayo'iha,kakwayohiho'i,uwakwayolhv'i,hiyakwayo'a,uwakwayohsti
798,828,he/she is putting it into a container,FullEventful,kalhtiha,tsilotiha,kalhtihsko'i,ulhthanv'i,hilhta,ulhtohti
803,833,he/she is sleeping,FullEventful,kalhiha,tsi'liha,kalhiho'i,,hilhvna,ulhvnhti
804,834,he/she is gathering it,FullEventful,kalhihsiha,tsilhihsiha,kalhihsihsko'i,uwalhihsanhv'i,hilhihsa,uwalhihsohti
809,839,he/she is piling it up,FullEventful,kalhuhska,tsilhuhska,kalhuhsko'i,uwalhunv'i,hilhuka,uwalhuhsti
810,840,he/she is tying him/her up,FullEventful,kalhv'iha,tsiya'lv'iha,kalhv'iho'i,ulhvlv'i,hiya'lvtsa,ulhvhsti
811,841,he/she is putting it in a hole or a container,FullEventful,kalhvhska,tsi'lvhska,kalhvhsko'i,ulhanv'i,hilhvka,ulhti
812,842,he/she is sleepy,FullEventful,kalhvhska,tsi'lvhska,kalhvhsko'i,ulhvnhv'i,hilhvna,ulhvnhti
813,843,he/she is taking it somewhere by hand (refers to a flexible object),FullEventful,kanheka,tsi'neka,kanheko'i,unhvhsv'i,hinhuka,unhvhsti
814,844,he/she is holding it (refers to a flexible object),FullStative,kanheha,tsi'neha,kanhehv'i,kanheho'i,hinhehehsti,
814,844,he/she is holding it (refers to a flexible object),InfEventful,kanheha,tsi'neha,kanhehv'i,kanheho'i,hinhehehsti,
815,845,he/she is handling it (refers to a flexible object),FullEventful,kanhitoha,tsi'nitoha,kanhitoho'i,unhitolv'i,hinhita,unhitahsti
818,848,he/she is eating it (refers to a flexible object),FullEventful,kayhe'a,tsiyaye'a,kayhehsko'i,uwayha'v'i,hiyayaka,uwayhehsti
820,850,he/she is ripping it,FullEventful,katsakaliha,tsitsakali'a,katsakalihsko'i,uwatsakalvhv'i,hitsakala,uwatsakalhti
821,851,he/she is scratching him/her,FullEventful,katsalikohska,tsiyatsalikohska,katsalikohsko'i,uwatsalikohsv'i,hiyatsalikola,uwatsalikohsti
823,853,he/she is pricking him/her,FullEventful,katsayohiha,tsiyatsayo'iha,katsayohiho'i,uwatsayolhv'i,hiyatsayo'a,uwatsayohsti
824,854,he/she is wringing it out,FullEventful,katsvwahstiha,tsitsvwahstiha,katsvwahstihsko'i,uwatsvwahsthanv'i,hitsvwahsta,uwatsvwahstohti
825,855,he/she is stinging it,FullEventful,katsvyhska,tsiyatsvyhska,katsvyhsko'i,uwatsvyhv'i,hiyatsvyha,uwatsvyhsti
826,856,he/she is leaving a living thing behind,FullEventful,kakhahiya'a,tsiyakhahiya'a,kakhahiyahsko'i,uwakhahiyv'i,hiyakhahiya,uwakhahiyahsti
827,857,he/she is giving him/her a living thing,FullEventful,kakhaneha,tsiyakhaneha,kakhaneho'i,uwakhanelv'i,hiyakhahsi,uwakhanehti
829,859,he/she is wrapping him/her,FullEventful,kakwhenvhska,tsiyakwhenvhska,kakwhenvhsko'i,uwakwhenvnhv'i,hiyakwhenvna,uwakwhenvhti
830,860,he/she is putting it in a container (refers to a long object),FullEventful,kalati'a,tsilati'a,kalatihsko'i,ulatv'i,hilata,ulatihsti
833,863,he/she is taking it out of a container (refers to a solid or flexible object),FullEventful,kale'a,tsile'a,kalehsko'i,ulehsv'i,hilaki,ulehsti
834,864,he/she is climbing it,FullEventful,ka'leka,tsi'leka,ka'leko'i,ulvhsv'i,hi'luka,ulvhsti
837,867,he/she is burning,FullEventful,kaleyvhska,tsileyvhska,kaleyvhsko'i,uleyvhsv'i,hileyvhi,uleyvhihsti
838,868,it is falling from an upright position (refers to a long object eg tree‚ pole),FullEventful,kaleyvhska,tsileyvhska,kaleyvhsko'i,uleyvhsv'i,hileyvhi,uleyvhihsti
839,869,he/she is climbing around,FullEventful,ka'litoha,tsi'litoha,ka'litoho'i,ulitolv'i,hi'lita,ulitahsti
840,870,it is burning (refers to forest or grass),FullEventful,kalika,,kaliko'i,ulitsv'i,,
840,870,it is burning (refers to forest or grass),FullStative,kalika,,kaliko'i,ulitsv'i,,
841,871,he/she is taking it out of a container (refers to a long object),FullEventful,kaliha,tsila'a,kalihsko'i,ulvhv'i,hila,ulhti
842,872,it is dying (refers to an animal or plant),FullEventful,kaliwhoka,tsiliwoka,kaliwhoko'i,uliwhotsv'i,hiliwhoki,uliwhohsti
844,874,he/she is spanking him/her,FullEventful,kali'vnhiha,tsili'vnhiha,kal'vnhiho'i,uli'vnhilv'i,hili'vnhka,uli'vnhsti
845,875,he/she is hoeing it,FullEventful,kaloki'a,tsiloki'a,kalokihsko'i,ulokanv'i,hilokvka,ulokoti
848,878,he/she is stopping by (where on the way somewhere),FullEventful,kalohihstiha,tsilo'ihstiha,kalohihstihsko'i,ulohihsthanv'i,hilohihsta,ulohihstohti
850,880,he/she is overtaking him/her,FullEventful,kalohihseha,tsilo'ihseha,kalohihseho'i,ulohihselv'i,hilo'ihsi,ulohihsehti
852,882,he/she is bluffing him/her,FullEventful,kalonahstiha,tsilonahstiha,kalonahstihsko'i,ulonahsthanv'i,hilonahsta,ulonahstohti
853,883,he/she is oiling it,FullEventful,kalone'a,tsilone'a,kalonehsko'i,ulone'v'i,hilona,uloneti
854,884,he/she is making him/her fall from an elevated position,FullEventful,kalonhtiha,tsilonhtiha,kalonhtihsko'i,ulonhthanv'i,hilonhta,ulonhtohti
855,885,he/she is cheating,FullEventful,kalonuheha,tsilonu'eha,kalonuhehsko'i,ulonuhelhv'i,hilonuhvla,ulonuhehti
856,886,he/she is passing by without stopping,FullEventful,kalohska,tsilohska,kalohsko'i,ulohsv'i,hilohi,ulohihsti
857,887,he/she is falling from an elevated position,FullEventful,kalohska,tsilohska,kalohsko'i,ulohsv'i,hilohi,ulohihsti
858,888,he/she is arriving,FullEventful,ka'luhka,tsi'luhka,ka'luhko'i,uluhtsv'i,hi'luhki,uluhihsti
859,889,it’s lacking,FullEventful,kaluloka,tsiluloka,kaluloko'i,ululotsv'i,hiluloki,ululohsti
862,892,he/she is chopping it,FullEventful,kaluyhska,tsiluyhska,kaluyhsko'i,uluyhv'i,hiluyha,uluyhsti
864,894,he/she is beating him/her up,FullEventful,kalvnhiha,tsilvnhiha,kalvnhiho'i,ulvnhilv'i,hilvnhka,ulvnhsti
870,900,he/she is putting it in a hole or a container (refers to a flexible object),FullEventful,kalvhska,tsilvhska,kalvhsko'i,ulvnv'i,hilv'vka,ulvti
871,901,he/she is selling it,FullEventful,kanateka,tsinateka,kanateko'i,unatinvhsv'i,hinatuka,unatinvti
873,903,he/she is hiring him/her,FullEventful,kanalhvhska,tsinalhvhska,kanalhvhsko'i,unalhvnv'i,hinalhv'vka,unalhvti
876,906,he/she is finding it (refers to a flexible object),FullEventful,kanawhthiha,tsinawhthiha,kanawhthihsko'i,unawhthvhv'i,hinawhtha,unawhthvhti
877,907,he/she is taking it somewhere (refers to an animal‚ flexible object),FullEventful,kanawitiha,tsinawitiha,kanawitihsko'i,unawitvhv'i,hinawita,unawithti
879,909,he/she is getting it (refers to a flexible object),FullEventful,kane'a,tsine'a,kanehsko'i,unehsv'i,hinaki,unehsti
880,910,he/she is changing it,FullEventful,kanetliyv'a,tsinetliyv'a,kanetliyvhsko'i,unetliyvhsv'i,hinetliyvna,unetliyvhsti
882,912,he/she is taking it somewhere by hand (refers to a long object),FullEventful,kaneka,tsineka,kaneko'i,uwanvhsv'i,hinuka,uwanvhsti
883,913,he/she is peeling him/her,FullEventful,kanekaliha,tsinekaliha,kanekalihsko'i,unekalvhv'i,hinekala,unekalhti
884,914,he/she is getting some liquid,FullEventful,kaneki'a,tsineki'a,kanekihsko'i,unekihsv'i,hineki,unekihsti
885,915,he/she is taking liquid from him/her,FullEventful,kaneki'eha,tsineki'eha,kaneki'eho'i,uneki'elv'i,hinekihsi,uneki'ehti
886,916,he/she is bewitching him/her,FullEventful,kanekuti'a,tsinekuti'a,kanekutihsko'i,unekutv'i,hinekuta,unekutihsti
887,917,he/she is holding it in his/her hand (refers to a long object),FullEventful,kaneha,tsineha,kaneho'i,,hinehehsti,
887,917,he/she is holding it in his/her hand (refers to a long object),FullStative,kaneha,tsineha,kaneho'i,,hinehehsti,
888,918,he/she is leaving some liquid,FullEventful,kanehiya'a,tsine'iya'a,kanehiyahsko'i,unehiyv'i,hinehiya,unehiyahsti
889,919,he/she is giving him/her some liquid,FullEventful,kanenheha,tsineneha,kanenheho'i,unenhelv'i,hine'vhsi,unenhehti
890,920,he/she is finding some liquid,FullEventful,kanewhahthiha,tsinewahthiha,kanewhahthihsko'i,unewhahthvhv'i,hinewhahtha,unewhahthvhti
891,921,he/she is taking some liquid somewhere,FullEventful,kanewhitiha,tsinewitiha,kanewhitihsko'i,unewhitvhv'i,hinewhita,unewhithti
893,923,he/she lives (in sense of resides now),FullEventful,kanela,tsinela,kanelo'i,,hinelehsti,
893,923,he/she lives (in sense of resides now),FullStative,kanela,tsinela,kanelo'i,,hinelehsti,
895,925,it’s freezing,FullEventful,kanehstalati'a,tsinehstalati'a,kanehstalatihsko'i,unehstalatv'i,hinehstalata,unehstalatihsti
896,926,it’s hailing,FullEventful,kanehsoyhska,,kanehsoyhsko'i,unehsoyhsv'i,,unehsoyhsti
896,926,it’s hailing,FullStative,kanehsoyhska,,kanehsoyhsko'i,unehsoyhsv'i,,unehsoyhsti
896,926,it’s hailing,InfEventful,kanehsoyhska,,kanehsoyhsko'i,unehsoyhsv'i,,unehsoyhsti
899,929,he/she is lying down,FullEventful,kanhka,tsinvka,kanhko'i,,hinhkehsti,
899,929,he/she is lying down,FullStative,kanhka,tsinvka,kanhko'i,,hinhkehsti,
901,931,he/she is agitating liquid,FullEventful,kanhkwa'eha,tsinhkwa'eha,kanhkwa'ehsko'i,unhkwa'ehv'i,hinhkwa'vla,unhkwa'ehti
902,932,he/she is taking a liquid somewhere by hand,FullEventful,kanhtseka,tsinvtseka,kanhtseko'i,unhtsvhsv'i,hinhtsuka,unhtsvhsti
903,933,he/she is holding some liquid,FullEventful,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehehsti,
903,933,he/she is holding some liquid,FullStative,kanhtseha,tsinvtseha,kanhtseho'i,,hinhtsehehsti,
904,934,he/she is handling some liquid,FullEventful,kanhtsitoha,tsinvtsitoha,kanhtsitoho'i,unhtsitolv'i,hinhtsita,unhtsitahsti
908,938,he/she is handling it (refers to a long object),FullEventful,kanitoha,tsinitoha,kanitoho'i,uwanitolv'i,hinita,uwanitahsti
909,939,he/she hates him/her,FullEventful,kanikwathiha,tsinikwathiha,kanikwathiho'i,unikwathilhv'i,hinikwathika,unikwathihsti
910,940,he/she is setting up a bed,FullEventful,kanilhati'a,tsinilhati'a,kanilhatihsko'i,unilhatv'i,hinilhata,unilhatihsti
913,943,he/she is pleading,FullEventful,kanilati'a,tsinilati'a,kanilatihsko'i,unilatv'i,hinilata,unilatihsti
914,944,he/she is burying him/her,FullEventful,ka'nihsiha,tsinihsiha,ka'nihsihsko'i,unihsanhv'i,hinihsa,unihsohti
915,945,he/she is leaving it (refers to flexible object),FullEventful,ka'niha'a,tsi'niya'a,ka'niyahsko'i,uniyv'i,hiniya,uniyahsti
916,946,he/she is catching him/her,FullEventful,ka'niyiha,tsiniyiha,kaniyihsko'i,uniyvhv'i,hiniya,uniyhti
918,948,he/she is hunting,FullEventful,kanohalitoha,tsino'alitoha,kanohalitoho'i,unohalitolv'i,hinohalita,unohalitahsti
920,950,he/she is flying,FullEventful,kanohili,tsino'ili,kanohilihso'i,,hinohilihsehsti,
920,950,he/she is flying,FullStative,kanohili,tsino'ili,kanohilihso'i,,hinohilihsehsti,
921,951,it’s flooding,FullEventful,kanohuki'a,,kanohukihsko'i,unohukanv'i,,unohukoti
921,951,it’s flooding,FullStative,kanohuki'a,,kanohukihsko'i,unohukanv'i,,unohukoti
921,951,it’s flooding,InfEventful,kanohuki'a,,kanohukihsko'i,unohukanv'i,,unohukoti
922,952,he/she is causing it to sound,FullEventful,kanoyhvlhihstiha,tsinoyvlihstiha,kanoyhvlhihstihsko'i,unoyhvlhihsthanv'i,hinoyhvlhihsta,unoyhvlhihstohti
924,954,it is blowing (refers to wind),FullEventful,kanolv'vhska,,kanolv'vhsko'i,unolvnv'i,,unolvti
924,954,it is blowing (refers to wind),FullStative,kanolv'vhska,,kanolv'vhsko'i,unolvnv'i,,unolvti
924,954,it is blowing (refers to wind),InfEventful,kanolv'vhska,,kanolv'vhsko'i,unolvnv'i,,unolvti
925,955,he/she is stealing it,FullEventful,kanohski'a,tsinohski'a,kanohskihsko'i,unohskihsv'i,hinohski,unohskihsti
928,958,he/she is sinking,FullEventful,kanoyvka,tsinoyvka,kanoyvko'i,unoyvtsv'i,hinoyvki,unoyv'ihsti
929,959,he/she is pulling him/her,FullEventful,kanhsane'a,tsinahsane'a,kanhsanehsko'i,unhsanehsv'i,hinahsanaki,unhsanehsti
931,961,he/she is dragging him/her,FullEventful,kanhsineka,tsinahsineka,kanhsineko'i,unhsinvhsv'i,hinahsinuka,unhsinvhsti
932,962,he/she is exiting,FullEventful,kanukoka,tsinukoka,kanukoko'i,unukotsv'i,hinuko'i,unukohsti
937,967,he/she is twisting him/her,FullEventful,kanutheyoha,tsinutheyoha,kanutheyoho'i,unutheyolv'i,hinutheyaka,unutheyahsti
938,968,he/she is missing him/her (refers to as a target),FullEventful,kanvti'a,tsinvti'a,kanvtihsko'i,unvtv'i,hinvta,unvtihsti
940,970,he/she is falling from an upright position,FullEventful,kanvka,tsinvka,kanvko'i,unvtsv'i,hinvki,unv'ihsti
941,971,he/she is cleaning him/her,FullEventful,kanvkaliha,tsinvkali'a,kanvkalihsko'i,unvkalvhv'i,hinvkala,unvkalhti
942,972,he/she is hammering it,FullEventful,kanvkwalo'a,tsinvkwalo'a,kanvkwalohsko'i,unvkwalo'v'i,hinvkwalotsa,unvkwalohsti
946,976,he/she is tying up a leg,FullEventful,kanvlhohiha,tsinvlhohiha,kanvlhohiho'i,unvlholhv'i,hinvlhoka,unvlhohsti
949,979,he/she is tossing about,FullEventful,kanvtsitoha,tsinvtsitoha,kanvtsitoho'i,unvtsitolv'i,hinvtsita,unvtsitahsti
950,980,he/she is giving him/her an object (refers to a flexible object),FullEventful,kanvneha,tsinvneha,kanvneho'i,unvnelv'i,hinvhsi,unvnehti
955,985,he/she is pushing him/her,FullEventful,kahsatohska,tsiyahsatohska,kahsatohsko'i,uwahsatoyhv'i,hiyahsatoyha,uwahsatohsti
956,986,he/she is rolling him/her,FullEventful,kahsakwalehiha,tsiyahsakwalehiha,kahsakwalehiho'i,uwahsakwalelhv'i,hiyahsakwaleka,uwahsakwalehsti
960,990,he/she is attaching the object behind it (refers to a flexible object),FullEventful,kahsanenatvhska,tsihsanenatvhska,kahsanenatvhsko'i,uwahsanenatvnv'i,hihsanenatvka,uwahsanenatvti
965,995,it’s dripping,FullEventful,kahskwo'iha,,kahskwo'iho'i,uwahskwolv'i,,uwahskwo'ihsti
965,995,it’s dripping,FullStative,kahskwo'iha,,kahskwo'iho'i,uwahskwolv'i,,uwahskwo'ihsti
965,995,it’s dripping,InfEventful,kahskwo'iha,,kahskwo'iho'i,uwahskwolv'i,,uwahskwo'ihsti
968,998,he/she is whistling,FullEventful,kahsvnhka,tsihsvnhka,kahsvnhko'i,uwahsvnhtsv'i,hihsvnhki,uwahsvnhsti
969,999,he/she is piling it up,FullEventful,kahsvthvhska,tsihsvthvhska,kahsvthvhsko'i,uwahsvthanv'i,hihsvthvka,uwahsvthti
970,1000,it’s hanging,FullEventful,katha,,katho'i,,hathehsti,
970,1000,it’s hanging,FullStative,katha,,katho'i,,hathehsti,
973,1003,he/she is stabbing him/her,FullEventful,kathiha,tsiyathiha,kathiho'i,uwathilhv'i,hiyathika,uwathihsti
976,1006,he/she is hanging it up,FullEventful,kathvhska,ka'tvhska,kathvhsko'i,uthanv'i,hathvka,uthti
977,1007,he/she is joking,FullEventful,kawelhiha,tsiwelhiha,kawelhihsko'i,uwelhvnhv'i,hiwelhvna,uwelhvhti
978,1008,he/she is resting him/her,FullEventful,kawehsolvhstiha,tsiyawehsolvhstiha,kawehsolvhstihsko'i,uyawehsolvhsthanv'i,hiyawehsolvhsta,uyawehsolvhstohti
979,1009,he/she is bathing him/her,FullEventful,kawo'a,tsiyawo'a,kawohsko'i,uwo'v'i,hiyawotsa,uwohsti
980,1010,he/she is replying,FullEventful,kawohiliyv'a,kawo'iliyv'a,kawohiliyvhsko'i,uwohiliyvhsv'i,hawohiliyvna,uwohiliyvhsti
981,1011,he/she is lecturing him/her,FullEventful,kawonhtiha,tsiwonhtiha,kawonhtihsko'i,uwonhthanv'i,hiwonhta,uwonhtohti
983,1013,he/she is speaking,FullEventful,kawoniha,tsiwoniha,kawonihsko'i,uwonihsv'i,hiwonihi,uwonihihsti
986,1016,he/she is sewing it,FullEventful,kayewhska,tsiyewihska,kayewhsko'i,uwayewhsv'i,hiyewa,uwayewhsti
992,1022,he/she is feeding him/her,FullEventful,kelhoha,tsiyeloha,kelhoho'i,uwelhalv'i,hiyeloka,uwelhsti
993,1023,he/she is howling,FullEventful,kelhuhvhska,keluhvhska,kelhuhvhsko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
997,1027,he/she is leading it by a leash,FullEventful,kelihsineha,tsiyelihsineha,kelihsineho'i,,hiyelihsinehehsti,uwelihsinvhsti
997,1027,he/she is leading it by a leash,FullStative,kelihsineha,tsiyelihsineha,kelihsineho'i,,hiyelihsinehehsti,uwelihsinvhsti
997,1027,he/she is leading it by a leash,InfEventful,kelihsineha,tsiyelihsineha,kelihsineho'i,,hiyelihsinehehsti,uwelihsinvhsti
1001,1031,he/she is setting a post into the ground (refers to a post or other long object),FullEventful,kethvhska,ke'tvhska,kethvhsko'i,uwethinv'i,hethvka,uwethti
1003,1033,he/she has a nosebleed,FullEventful,kika tekhayvhskwo'iha,kika tekayvhskwo'iha,kika tekhayvhskwo'iho'i,kika tuyhvhskwolv'i,kika thiyhvhskwotsa,kika tsuyhvhskwo'ihsti
1014,1044,he/she is leading him/her by the hand,FullEventful,kohineka,tsiyo'ineka,kohineko'i,uwohinvhsv'i,hiyo'inuka,uwohinvhsti
1015,1045,he/she is agreeing with him/her,FullEventful,kohiyhtaneha,tsiyo'iyhtaneha,kohiyhtaneho'i,uwohiyhtanelv'i,hiyo'iyhtahsi,uwohiyhtanehti
1017,1047,he/she is recognizing him/her,FullEventful,kolhka,tsiyolika,kolhko'i,uwolhtsv'i,hiyoliki,uwolhihsti
1018,1048,he/she understands it,FullEventful,kolhka,kolika,kolhko'i,uwolhtsv'i,holhki,uwolhihsti
1021,1051,he/she is getting full,FullEventful,kolhvhska,kolvhska,kolhvhsko'i,uwolhvhsv'i,holhvhi,uwolhvhihsti
1022,1052,he/she is making it,FullEventful,kolhvhska,kolhvhska,kolhvhsko'i,uwolhvnhv'i,holhvna,uwolhvnhti
1023,1053,he/she is making it fall (refers to a round‚ long object),FullEventful,kohonhtiha,ko'onhtiha,kohonhtihsko'i,uwohonhthanv'i,hohonhta,uwohonhtohti
1024,1054,it’s falling (refers to a round‚ long object),FullEventful,kohohska,ko'ohska,kohohsko'i,uwohohsv'i,hohohi,uwohohihsti
1027,1057,he/she is writing it,FullEventful,kowheli'a,koweli'a,kowhelihsko'i,uwowhelanv'i,howhelvka,uwowheloti
1030,1061,he/she is pulling a trigger,FullEventful,kotsane'a,kotsane'a,kotsanehsko'i,uwotsanehsv'i,hotsanaki,uwotsanehsti
1033,1064,he/she is smoking it,FullEventful,kokhska,kokihska,kokhsko'i,uwokhsv'i,hoki,uwokhsti
1038,1069,he/she is batting it,FullEventful,kohstvniha,kohstvniha,kohstvniho'i,uwohstvnilv'i,hohstvnika,uwohstvnihsti
1040,1071,he/she is saying to him/her,FullEventful,kohseha,tsiyohseha,kohseho'i,uwohselv'i,hiyohsi,uwohsehti
1041,1072,it’s swelling,FullEventful,kothihska,kothihska,kothihsko'i,uwothihsv'i,hothihi,uwothihihsti
1043,1074,he/she is building a fire,FullEventful,kothvhska,kotvhska,kothvhsko'i,uwothanv'i,hothvka,uwothti
1044,1075,he/she is unhitching him/her,FullEventful,kutale'a,tsiyutale'a,kutalehsko'i,uwutalehsv'i,hiyutalaki,uwutalehsti
1045,1076,he/she is hitching him/her up,FullEventful,kutalvhska,tsiyutalvhska,kutalvhsko'i,uwutalvnv'i,hiyutalv'vka,uwutalvti
1050,1081,he/she is putting a handle on a tool,FullEventful,kuhalhvhska,ku'alhvhska,kuhalhvhsko'i,uwuhalhanv'i,huhalhvka,uwuhalhti
1052,1083,he/she is washing it,FullEventful,kuhilo'a,ku'ilo'a,kuhilohsko'i,uwuhilo'v'i,huhilotsa,uwuhilohsti
1053,1084,he/she is accusing him/her,FullEventful,kuhihstiha,tsiyu'ihstiha,kuhihstihsko'i,uwuhihsthanv'i,hiyu'ihsta,uwuhihstohti
1055,1086,he/she is covering it,FullEventful,kulhvhska,kulhvhska,kulhvhsko'i,uwulhvnv'i,hulhv'vka,uwulhvti
1056,1087,he/she is putting it in water,FullEventful,kuhvhska,ku'vhska,kuhvhsko'i,uwunhv'i,huhvka,uwuhti
1060,1091,he/she is picking him/her up,FullEventful,kuthe'a,tsiyuthe'a,kuthehsko'i,uwuthehsv'i,hiyuthaki,uwuthehsti
1061,1092,it’s snowing,FullEventful,kuthiha,,kuthihsko'i,uwuthanhv'i,,uwuthohti
1061,1092,it’s snowing,FullStative,kuthiha,,kuthihsko'i,uwuthanhv'i,,uwuthohti
1061,1092,it’s snowing,InfEventful,kuthiha,,kuthihsko'i,uwuthanhv'i,,uwuthohti
1063,1094,he/she is sifting it,FullEventful,kvkuhstiha,kvkuhstiha,kvkuhstihsko'i,uwakuhsthanv'i,hvkuhsta,uwakuhstohti
1064,1095,it’s leaking,FullEventful,kvkuhska,,kvkuhsko'i,uwakuhsv'i,,uwakuhsti
1064,1095,it’s leaking,FullStative,kvkuhska,,kvkuhsko'i,uwakuhsv'i,,uwakuhsti
1064,1095,it’s leaking,InfEventful,kvkuhska,,kvkuhsko'i,uwakuhsv'i,,uwakuhsti
1067,1098,he/she is alive,FullEventful,kvnha,kvna,kvnho'i,,hvnhehsti,
1067,1098,he/she is alive,FullStative,kvnha,kvna,kvnho'i,,hvnhehsti,
1070,1101,he/she is hitting him/her,FullEventful,kvnhiha,tsiyvniha,kvnhiho'i,uwanhilv'i,hiyvnika,uwanhsti
1071,1102,he/she is cooking it (refers to a specific food),FullEventful,kvnhihstiha,kvnihstiha,kvnhihstihsko'i,uwanhihsthanv'i,hvnhihsta,uwanhihstohti
1076,1107,he/she is frying it,FullEventful,kvtsalhvhska,kvtsalhvhska,kvtsalhvhsko'i,uwvtsalhanv'i,hvtsalhvka,uwvtsalhti
1078,1109,he/she is melting it,FullEventful,kvnawhtiha,kvnawotiha,kvnawhtihsko'i,uwanawhthanv'i,hvnawhta,uwanawhtohti
1079,1110,it’s melting,FullEventful,kvnawohska,kvnawohska,kvnawohsko'i,uwanawohsv'i,hvnawohi,uwanawohihsti
1081,1112,he/she is sweeping it,FullEventful,kvnohsahska,kvnohsahska,kvnohsahsko'i,uwanohsahv'i,hvnohsa,uwanohsahsti
1082,1113,it’s becoming done (refers to by cooking),FullEventful,kvnhska,,kvnhsko'i,uwanhsv'i,hvnhi,uwanhihsti
1083,1114,he/she is hiding it,FullEventful,kvhskalhvhska,kvhskalhvhska,kvhskalhvhsko'i,uwahskalhanv'i,hvhskalhvka,uwahskalhti
1084,1115,he/she is hiding it (refers to a long object),FullEventful,kvhskalati'a,kvhskalati'a,kvhskalatihsko'i,uwahskalatv'i,hvhskalata,uwahskalatihsti
1085,1116,he/she is hiding him/her (refers to a flexible object),FullEventful,kvhskalvhska,tsiyvhskalvhska,kvhskalvhsko'i,uwahskalvnv'i,hiyvhskalv'vka,uwahskalvti
1086,1117,he/she is cracking it,FullEventful,kvhskwalo'a,kvhskwalo'a,kvhskwalohsko'i,uwahskwalo'v'i,hvhskwalotsa,uwahskwalohsti
1087,1118,he/she is putting it into a fire,FullEventful,kvthvhska,kvtvhska,kvthvhsko'i,uwvthanv'i,hvthvka,uwvthti
1088,1119,he/she is soaking it (refers to a flexible object),FullEventful,kvwalhvhska,kvwalhvhska,kvwalhvhsko'i,uwvwalhanv'i,hvwalhvka,uwvwalhti
1119,1163,he/she is returning,FullEventful,ika'luhka,itsi'luhka,ika'luhko'i,v'uluhtsv'i,tsihi'luhki,
1221,1272,he/she is ascending an incline,FullEventful,khanaluhska,tsinaluhska,khanaluhsko'i,unhaluhsv'i,hinhaluhi,unhaluhihsti
1224,1275,he/she is making him/her angry,FullEventful,khanalvhstiha,tsinalvhstiha,khanalvhstihsko'i,unhalvhsthanv'i,hinalvhsta,unhalvhstohti
1227,1278,he/she is rooting it out,FullEventful,khanahstetliha,tsinahstetliha,khanahstetlihsko'i,unhahstetlvhv'i,hinhahstetla,unhahstelhti
1229,1280,he/she is cold,FullEventful,khanawoka,tsinawoka,khanawoko'i,unhawotsv'i,hinhawoki,unhawohsti
1230,1281,he/she is speaking,FullEventful,khaneka,tsineka,khaneko'i,unhetsv'i,hinheki,unhehsti
1231,1282,he/she is prying it,FullEventful,khanekwatiha,tsinekwatiha,khanekwatihsko'i,unhekwatvhv'i,hinhekwata,unhekwathti
1232,1283,he/she is accumulating it,FullEventful,khanehkwo'a,tsinehkwo'a,khanehkwohsko'i,unhehkwo'v'i,hinhehkwotsa,unhehkwohsti
1233,1284,it’s accumulating,FullEventful,khanehkwoka,,khanehkwoko'i,unhehkwotsv'i,hinhehkwoki,unhehkwo'ihsti
1234,1285,he/she is mentioning it,FullEventful,khane'ihstiha,tsine'ihstiha,khane'ihstihsko'i,unhe'ihsthanv'i,hinhe'ihsta,unhe'ihstohti
1235,1286,it’s contaminated (refers to contaminated by visible foreign matter),FullEventful,khanehsalha,,khanehsalho'i,,,
1235,1286,it’s contaminated (refers to contaminated by visible foreign matter),FullStative,khanehsalha,,khanehsalho'i,,,
1236,1287,he/she is contaminating it (refers to contaminated by visible foreign matter),FullEventful,khanehsalhvhska,tsinehsalhvhska,khanehsalhvhsko'i,unhehsalhanv'i,hinhehsalhvka,unhehsalhti
1241,1292,he/she is collecting from him/her,FullEventful,khanilhvhska,tsinilhvhska,khanilhvhsko'i,unhilhanv'i,hinilhvka,unhilhti
1246,1297,he/she is telling it,FullEventful,khanoheha,tsinoheha,khanohehsko'i,unhohelhv'i,hinhohvla,unhohehti
1247,1298,he/she is omitting him/her,FullEventful,khanohiya'a,tsinohiya'a,khanohiyahsko'i,unhohiyv'i,hinohiya,unhohiyahsti
1249,1300,he/she is fanning him/her,FullEventful,khanoyeha,tsinoyeha,khanoyehsko'i,unhoyehv'i,hinoyvla,unhoyehti
1253,1304,it’s misting,FullEventful,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,FullStative,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1253,1304,it’s misting,InfEventful,khanuyolati'a,,khanuyolatihsko'i,unhuyola'tv'i,,unhuyolatihsti
1254,1305,he/she is straining it,FullEventful,khanvhsolvhstiha,tsinvhsolvhstiha,khanvhsolvhstihsko'i,unhvhsolvhsthanv'i,hinhvhsolvhsta,unhvhsolvhstohti
