corpus_id,entry_no,definition,prediction,present,present_1sg,imperfective,perfective,imperative,infinitive
1649,1715,it is making a sound,ImpInfEventful,unoyhvhka,akinoyhvhka,unoyhvhko'i,unoyhvlhsv'i,tsanoyhvla,unoyhvlhihsti
1664,1730,he/she is receiving punishment,FullEventful,uhstvti'a,akhstvti'a,uhstvtihsko'i,uhstvtv'i,tstvta,uhstvtihsti
1664,1730,he/she is receiving punishment,StativeNoImp,uhstvti'a,akhstvti'a,uhstvtihsko'i,uhstvtv'i,tstvta,uhstvtihsti
1664,1730,he/she is receiving punishment,ImpInfEventful,uhstvti'a,akhstvti'a,uhstvtihsko'i,uhstvtv'i,tstvta,uhstvtihsti
1671,1737,he/she is coughing,FullEventful,uhsiwhahska,akhsiwhahska,uhsiwhahsko'i,uhsiwhahv'i,tsiwhahi,uhsiwhahihsti
1671,1737,he/she is coughing,StativeNoImp,uhsiwhahska,akhsiwhahska,uhsiwhahsko'i,uhsiwhahv'i,tsiwhahi,uhsiwhahihsti
1671,1737,he/she is coughing,ImpInfEventful,uhsiwhahska,akhsiwhahska,uhsiwhahsko'i,uhsiwhahv'i,tsiwhahi,uhsiwhahihsti
1677,1743,he/she is wearing pants,FullEventful,uhsula,akwahsula,uhsulo'i,uhsulv'i,tsahsulehsti,
1677,1743,he/she is wearing pants,FullStative,uhsula,akwahsula,uhsulo'i,uhsulv'i,tsahsulehsti,
1681,1747,he/she is going to bed,FullEventful,uhsvhiha,akhsvhiha,uhsvhiho'i,uhsvlhv'i,tsvha,uhsvhsti
1681,1747,he/she is going to bed,StativeNoImp,uhsvhiha,akhsvhiha,uhsvhiho'i,uhsvlhv'i,tsvha,uhsvhsti
1681,1747,he/she is going to bed,ImpInfEventful,uhsvhiha,akhsvhiha,uhsvhiho'i,uhsvlhv'i,tsvha,uhsvhsti
1683,1749,he/she is thirsty,FullEventful,uthateki'a,akhthateki'a,uthatekihsko'i,uthatekanv'i,tsthatekvka,uthatekoti
1683,1749,he/she is thirsty,StativeNoImp,uthateki'a,akhthateki'a,uthatekihsko'i,uthatekanv'i,tsthatekvka,uthatekoti
1683,1749,he/she is thirsty,ImpInfEventful,uthateki'a,akhthateki'a,uthatekihsko'i,uthatekanv'i,tsthatekvka,uthatekoti
1684,1750,he/she is becoming enraged,FullEventful,uthalhawohska,akhthalhawohska,uthalhawohsko'i,uthalhawohsv'i,tsthalhawohi,uthalhawohihsti
1684,1750,he/she is becoming enraged,StativeNoImp,uthalhawohska,akhthalhawohska,uthalhawohsko'i,uthalhawohsv'i,tsthalhawohi,uthalhawohihsti
1684,1750,he/she is becoming enraged,ImpInfEventful,uthalhawohska,akhthalhawohska,uthalhawohsko'i,uthalhawohsv'i,tsthalhawohi,uthalhawohihsti
1693,1759,he/she is listening to him/her,FullEventful,uthvtahsti,tsiyathvtahsti,uthvtahsto'i,uthvtahstv'i,hiyathvtahstehsti,uthvtahstohti
1693,1759,he/she is listening to him/her,FullStative,uthvtahsti,tsiyathvtahsti,uthvtahsto'i,uthvtahstv'i,hiyathvtahstehsti,uthvtahstohti
1693,1759,he/she is listening to him/her,InfEventful,uthvtahsti,tsiyathvtahsti,uthvtahsto'i,uthvtahstv'i,hiyathvtahstehsti,uthvtahstohti
1698,1764,he/she is forgetting it,FullEventful,uwakhewhska,akwvkhewhska,uwakhewhsko'i,uwakhewhsv'i,witsvkhewa,uwakhewhihsti
1698,1764,he/she is forgetting it,StativeNoImp,uwakhewhska,akwvkhewhska,uwakhewhsko'i,uwakhewhsv'i,witsvkhewa,uwakhewhihsti
1698,1764,he/she is forgetting it,ImpInfEventful,uwakhewhska,akwvkhewhska,uwakhewhsko'i,uwakhewhsv'i,witsvkhewa,uwakhewhihsti
1699,1765,he/she is belching,FullEventful,uwakhuleka,akikhuleka,uwakhuleko'i,uwakhuletsv'i,tsakhuleki,uwakhule'ihsti
1699,1765,he/she is belching,StativeNoImp,uwakhuleka,akikhuleka,uwakhuleko'i,uwakhuletsv'i,tsakhuleki,uwakhule'ihsti
1699,1765,he/she is belching,ImpInfEventful,uwakhuleka,akikhuleka,uwakhuleko'i,uwakhuletsv'i,tsakhuleki,uwakhule'ihsti
1700,1766,he/she is shivering,FullEventful,uwanawi'a,akinawi'a,uwanawihsko'i,uwanawv'i,tsanawa,uwanawihsti
1700,1766,he/she is shivering,StativeNoImp,uwanawi'a,akinawi'a,uwanawihsko'i,uwanawv'i,tsanawa,uwanawihsti
1700,1766,he/she is shivering,ImpInfEventful,uwanawi'a,akinawi'a,uwanawihsko'i,uwanawv'i,tsanawa,uwanawihsti
1704,1770,he/she is in a hurry,FullEventful,uwanvka,akwvnvka,uwanvko'i,uwanvkv'i,tsvnvki,uwanvhsti
1704,1770,he/she is in a hurry,StativeNoImp,uwanvka,akwvnvka,uwanvko'i,uwanvkv'i,tsvnvki,uwanvhsti
1704,1770,he/she is in a hurry,ImpInfEventful,uwanvka,akwvnvka,uwanvko'i,uwanvkv'i,tsvnvki,uwanvhsti
1708,1774,he/she smells it,FullEventful,uwawhsvka,akiwhsvka,uwawhsvko'i,uwawhsvtsv'i,tsawhsvki,uwawhsvhsti
1708,1774,he/she smells it,StativeNoImp,uwawhsvka,akiwhsvka,uwawhsvko'i,uwawhsvtsv'i,tsawhsvki,uwawhsvhsti
1708,1774,he/she smells it,ImpInfEventful,uwawhsvka,akiwhsvka,uwawhsvko'i,uwawhsvtsv'i,tsawhsvki,uwawhsvhsti
1709,1775,he/she has an object (refers to a long object),FullEventful,uwaya,akwvya,uwayo'i,uwayv'i,tsvyehsti,
1709,1775,he/she has an object (refers to a long object),FullStative,uwaya,akwvya,uwayo'i,uwayv'i,tsvyehsti,
1710,1776,he/she is aching,FullEventful,uwehihstaneha,akwehihstaneha,uwehihstaneho'i,uwehihstanelv'i,tsehihstahsi,uwehihstanehti
1710,1776,he/she is aching,StativeNoImp,uwehihstaneha,akwehihstaneha,uwehihstaneho'i,uwehihstanelv'i,tsehihstahsi,uwehihstanehti
1710,1776,he/she is aching,ImpInfEventful,uwehihstaneha,akwehihstaneha,uwehihstaneho'i,uwehihstanelv'i,tsehihstahsi,uwehihstanehti
1711,1777,he/she is yelling,FullEventful,uwelhuhka,akwelhuhka,uwelhuhko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
1711,1777,he/she is yelling,StativeNoImp,uwelhuhka,akwelhuhka,uwelhuhko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
1711,1777,he/she is yelling,ImpInfEventful,uwelhuhka,akwelhuhka,uwelhuhko'i,uwelhunhv'i,helhuhvka,uwelhuhvhsti
1719,1785,he/she has it,FullEventful,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1719,1785,he/she has it,FullStative,uwekhaha,akikhaha,uwekhaho'i,uwekhahv'i,tsekhahehsti,
1721,1787,he/she is worried,FullEventful,uwelihi'a,akwelihi'a,uwelihihsko'i,uwelihihskv'i,tselihihskehsti,uwelihihsti
1721,1787,he/she is worried,FullStative,uwelihi'a,akwelihi'a,uwelihihsko'i,uwelihihskv'i,tselihihskehsti,uwelihihsti
1721,1787,he/she is worried,InfEventful,uwelihi'a,akwelihi'a,uwelihihsko'i,uwelihihskv'i,tselihihskehsti,uwelihihsti
1729,1795,he/she is confident,FullEventful,uwohiyuha,akwohiyuha,uwohiyuhso'i,uwohiyuhsv'i,tsohiyuhsehsti,
1729,1795,he/she is confident,FullStative,uwohiyuha,akwohiyuha,uwohiyuhso'i,uwohiyuhsv'i,tsohiyuhsehsti,
1730,1796,he/she is sitting,FullEventful,uwolha,akwolha,uwolho'i,uwolhv'i,tsolhehsti,
1730,1796,he/she is sitting,FullStative,uwolha,akwolha,uwolho'i,uwolhv'i,tsolhehsti,
1739,1805,he/she is laughing,FullEventful,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1739,1805,he/she is laughing,StativeNoImp,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1739,1805,he/she is laughing,ImpInfEventful,uyetska,akiyetska,uyetsko'i,uyetsv'i,tsayetsa,uyetsti
1740,1806,he/she is itching,FullEventful,uyote'a,akiyote'a,uyotehsko'i,uyotehskv'i,tsayotaka,uyotehsti
1740,1806,he/she is itching,StativeNoImp,uyote'a,akiyote'a,uyotehsko'i,uyotehskv'i,tsayotaka,uyotehsti
1740,1806,he/she is itching,ImpInfEventful,uyote'a,akiyote'a,uyotehsko'i,uyotehskv'i,tsayotaka,uyotehsti
1741,1807,he/she is losing it,FullEventful,uyohuhseha,akiyohuhseha,uyohuhseho'i,uyohuhselv'i,tsayohuhsi,uyohuhsehti
1741,1807,he/she is losing it,StativeNoImp,uyohuhseha,akiyohuhseha,uyohuhseho'i,uyohuhselv'i,tsayohuhsi,uyohuhsehti
1741,1807,he/she is losing it,ImpInfEventful,uyohuhseha,akiyohuhseha,uyohuhseho'i,uyohuhselv'i,tsayohuhsi,uyohuhsehti
1745,1811,he/she is hungry,FullEventful,uyohsiha,akiyohsiha,uyohsihsko'i,uyohsihskv'i,tsayohsihsa,uyohsihsohti
1745,1811,he/she is hungry,StativeNoImp,uyohsiha,akiyohsiha,uyohsihsko'i,uyohsihskv'i,tsayohsihsa,uyohsihsohti
1745,1811,he/she is hungry,ImpInfEventful,uyohsiha,akiyohsiha,uyohsihsko'i,uyohsihskv'i,tsayohsihsa,uyohsihsohti
1754,1823,he/she is sending on object (refers to a long object),FullEventful,wati'a,witsiti'a,watihsko'i,wutv'i,whita,wutihsti
1761,1830,he/she is sending it,FullEventful,wahvhska,witsi'vhska,wahvhsko'i,wunhv'i,whihvka,wuhti
1765,1834,he/she is heading in the direction of,FullStative,wakhthi,witsikathi,wakhtho'i,wakhthv'i,whikhthehsti,
1774,1845,he/she is sending it,FullEventful,wikakhahvhska,witsiyakhahvhska,wikakhahvhsko'i,wuwakhanv'i,whiyakhahvka,wuwakhohti
1775,1846,he/she is sending it (refers to something liquid),FullEventful,wikanehvhska,witsine'vhska,wikanehvhsko'i,wunenhv'i,whinehvka,wunehti
1776,1847,he/she is sending it (refers to a flexible object),FullEventful,wikanv'vhska,witsinv'vhska,wikanv'vhsko'i,wunvnv'i,whinv'vka,wunvti
1778,1849,he/she is going out of sight,FullEventful,wutelika,wakwatelika,wuteliko'i,wutelitsv'i,witsateliki,wutelihsti
